text_id,text,linenumber
cp24,Phil sighed and pulled the wet sweatshirt over his head .,482
cp24,Frankie Ricco sat down on the bench near Phil .,483
cp24,The other players were undressing quietly .,484
cp24,Eddie Lee had not come in yet .,485
cp24,Mike went over to Phil and stood over him .,486
cp24,`` Why the hell didn't you come out when you saw them gang up on me '' ?,487
cp24,`` I didn't think it was necessary '' .,488
cp24,`` Well !,489
cp24,Now that's just fine !,490
cp24,You didn't think it was necessary '' .,491
cp24,Mike placed both his hands on his hips .,492
cp24,He pushed his jaw forward .,493
cp24,"`` Listen , wise guy , if you think I'm gonna do all the fighting for this ball club you're crazy '' .",494
cp24,Mike had a good two inches over Phil and Phil had to look up into Mike's face .,495
cp24,"`` I didn't ask you to fight for the ball club '' , Phil said slowly .",496
cp24,"`` Nobody else did , either '' .",497
cp24,`` You trying to say I started the fight '' ?,498
cp24,`` I'm not trying to say anything '' .,499
cp24,"Phil turned away and opened his locker , and then he heard Mike Deegan say : `` You're yellow , Rossoff '' !",500
cp24,And Phil banged his locker door shut and spun around .,501
cp24,But before anything could happen Frankie Ricco was between them and Eddie Lee had come into the dressing room .,502
cp24,"`` Phil , come into my office '' , Eddie said .",503
cp24,Phil followed Eddie into the office and shut the door .,504
cp24,He sat down before Eddie's desk .,505
cp24,"`` I'm doing you a favor '' , Eddie said quickly .",506
cp24,`` You get your unconditional release as of today '' .,507
cp24,Phil's eyes widened just a trifle .,508
cp24,"`` The best thing for you to do '' , Eddie said , `` is go home .",509
cp24,You don't belong in professional baseball '' .,510
cp24,Phil had to clear his throat .,511
cp24,`` Is this because of what happened out there '' ?,512
cp24,"`` No '' , Eddie said .",513
cp24,`` But it does confirm what I've suspected all along '' .,514
cp24,Phil stood up .,515
cp24,`` Listen !,516
cp24,This is the second time . '',517
cp24,"`` Sit down , sit down '' , Eddie said .",518
cp24,`` I'm not saying you're yellow .,519
cp24,I am saying you're not a professional ballplayer '' .,520
cp24,Eddie Lee leaned forward over the desk .,521
cp24,"`` Now listen to me , Phil .",522
cp24,I'm not steering you wrong .,523
cp24,You haven't got the heart for baseball '' .,524
cp24,Phil shook his head and Eddie frowned .,525
cp24,Suddenly his voice grew hard .,526
cp24,`` What the hell do you think baseball is ?,527
cp24,"You're not in the big leagues , but if you can't give and take down here what the hell do you think it'll be like up there '' ?",528
cp24,Phil started to say something but Eddie cut him short .,529
cp24,`` Now don't tell me what a good ball player you are .,530
cp24,I know you've got talent .,531
cp24,But what you haven't got is the heart to back up that talent with .,532
cp24,"The heart , Phil .",533
cp24,"You just haven't got the heart for pro-ball , and that's it '' .",534
cp24,"Dazed , Phil said : `` I don't get it .",535
cp24,"My batting average '' Eddie stood up abruptly , then sat down just as abruptly .",536
cp24,`` What difference does your batting average make ?,537
cp24,Or your fielding average .,538
cp24,Or even the way you run bases .,539
cp24,I tell you when it's necessary to hurt in order to win -- you won't do it .,540
cp24,That's what I mean by no heart for the game .,541
cp24,Baseball's no cinch .,542
cp24,Deegan had no business ramming into that kid out there .,543
cp24,He did it because he knows for each guy he puts out of commission that's one less who might take his job away later on .,544
cp24,What the hell do you think baseball is ?,545
cp24,A sport ?,546
cp24,"It's a way of life , goddamit !",547
cp24,And you've got to be ready to cut to ribbons anybody who wants to take your way of life away from you '' !,548
cp24,He's wrong !,549
cp24,Phil thought .,550
cp24,It's only his opinion .,551
cp24,There were other clubs in this league .,552
cp24,He stood up slowly .,553
cp24,He was a little pale and shaky .,554
cp24,His lips felt glued together .,555
cp24,"`` I think you're wrong , Eddie '' , he said finally .",556
cp24,Eddie nodded .,557
cp24,`` Okay .,558
cp24,You'll get your pay in the morning '' .,559
cp24,"Phil turned and left the room , hearing Eddie say : `` Someday you'll see I was right '' .",560
cp24,Phil shut the door behind him .,561
cp24,"Outside in the dressing room , Frankie Ricco sat on the bench dressed in his street clothes .",562
cp24,`` What happened '' ?,563
cp24,Frankie asked .,564
cp24,Phil said : `` I got my release '' .,565
cp24,`` You crazy '' ?,566
cp24,Phil shrugged .,567
cp24,`` What for '' ?,568
cp24,Phil sighed .,569
cp24,Frankie shook his head .,570
cp24,`` I don't get it '' .,571
cp24,"`` I don't know '' , Phil said .",572
cp24,They were silent for a few moments .,573
cp24,Then Frankie said : `` What are you gonna do '' ?,574
cp24,Phil started to take his clothes off and Frankie sat down on the bench again .,575
cp24,Phil took off one shoe and stared at it .,576
cp24,"`` Don't take it like this '' , Frankie said .",577
cp24,"`` Hell , plenty of guys get let out and come back later .",578
cp24,The leagues are full of guys like that '' .,579
cp24,Phil was very quiet .,580
cp24,"`` What are you gonna do , Phil '' ?",581
cp24,Phil did not answer .,582
cp24,`` Why not try another club '' ?,583
cp24,Phil looked up .,584
cp24,What the hell right did Eddie have saying a thing like that ?,585
cp24,"`` Springfield's in tomorrow '' , Frankie said .",586
cp24,`` Talk to Whitey Jackson '' .,587
cp24,"He just didn't know what he was talking about , saying a thing like that .",588
cp24,"`` Will you do it , Phil '' ?",589
cp24,`` Do what '' ?,590
cp24,`` Ask Whitey for a job '' .,591
cp24,Phil nodded .,592
cp24,"`` Sure '' , he said .",593
cp24,`` Springfield come in tomorrow '' ?,594
cp24,Frankie nodded .,595
cp24,`` I'll speak to Whitey '' .,596
cp24,`` Atta boy '' .,597
cp24,"`` I'll talk to him , all right '' .",598
cp24,"`` Don't worry '' , Frankie said .",599
cp24,`` You'll get a job there .,600
cp24,He needs outfielders bad '' .,601
cp24,"`` I'm not worried about it '' , Phil said .",602
cp24,`` That's the way to talk .,603
cp24,What else did Eddie have to say '' ?,604
cp24,"`` Nothing '' , Phil said .",605
cr03,"Needless to say , I was furious at this unparalleled intrusion upon free enterprise .",606
cr03,"How dared they demand to `` snoop '' in private financial records , disbursements , confidential contracts and agreements ?",607
cr03,"`` It is as though '' , I said on the historic three-hour , coast-to-coast radio broadcast which I bought ( following Father Coughlin and pre-empting the Eddie Cantor , Manhattan Merry-go-round and Major Bowes shows ) `` That Man in the White House , like some despot of yore , insisted on reading my diary , raiding my larder and ransacking my lingerie !",608
cr03,My impassioned plea for civil rights created a landslide of correspondence and one sponsor even asked me to consider replacing the Eddie Cantor comedy hour on a permanent basis .,609
cr03,But what quarter could a poor defenseless woman expect from a dictator who would even make so bold as to close all of the banks in our great nation ?,610
cr03,"The savage barbarian hordes of red Russian Communism descended on the Athens that was mighty Metronome , sacking and despoiling with their Bolshevistic battle cry of `` Soak the rich ' !",611
cr03,"After an unspeakable siege , lasting the better part of two months , it was announced that the studio `` owed '' the government a tax debt in excess of eight million dollars while I , who had always remained aloof from such iniquitous practices as paying taxes on the salary I had earned and the little I legally inherited as Morris' helpless relict , was `` stung '' with a personal bill of such astronomical proportions as to `` wipe out '' all but a fraction of my poor , hard-come-by savings .",612
cr03,"I was also publicly reprimanded , dragged through the mud by the radical press and made a figure of fun by such leftist publications as The New Republic , The New Yorker , Time and The Christian Science Monitor .",613
cr03,It was then that I availed myself of the rights of a citizen and declared the income tax unconstitutional .,614
cr03,The litigation was costly and seemingly endless .,615
cr03,"I fought like a tigress but by the time I appealed my case to the Supreme Court ( 1937 ) , Mr. Roosevelt and his `` henchmen '' had done their `` dirty work '' all too well , even going so far as to attempt to `` pack '' the highest tribunal in the land in order to defeat little me .",616
cr03,"Presidential coercion had succeeded not only in poisoning the courtiers , `` toadies '' and sycophants of the `` bench '' against me , but it had been so far-reaching as to discourage any lawyer in the nation from representing me !",617
cr03,"I was ready , like Portia , to present my own brief .",618
cr03,But the Supreme Court wouldn't even hear my case !,619
cr03,My plea was unanimously voted down and `` thrown out '' .,620
cr03,"Again , my name was on all the front pages .",621
cr03,"I was , it seemed , persona non grata in every quarter , but not entirely without a staunch following of noted political thinkers and students of jurisprudence .",622
cr03,"As Charles Evans Hughes said , `` Miss Poitrine's limitations as an actress are exceeded only by her logic as a litigant '' .",623
cr03,Albert Einstein was quoted as saying : `` The workings of the woman's mind amaze me '' .,624
cr03,Henry Ford spoke of me as `` utterly astounding '' .,625
cr03,"Heywood Broun wrote : `` Belle Poitrine is the most original thinker since Caligula '' , and even F.D.R.",626
cr03,"had to concede that `` if the rest of this nation showed the foresight and patriotism of Miss Poitrine , America would rapidly resemble ancient Babylon and Nineveh '' .",627
cr03,"Not only were the court costs prohibitive , but I was subjected to crippling fines , in addition to usurious interest on the unpaid `` debts '' which the government claimed that Metronome and I owed -- a severe financial blow .",628
cr03,"Nor , as Manny said , had the notoriety done my career `` any good '' .",629
cr03,"My enemies were only too anxious to level against me such charges as `` reactionary '' , `` robber baroness '' , and even `` traitor '' !",630
cr03,Traitor indeed !,631
cr03,"I point now with pride to the fact that , long ere the Committee on Un-American Activities , the Minute Women , the Economic Council and other such notable `` watchdog '' organizations were so much as heard of , I was Hollywood's leading bulwark against communism , fighting single-handedly `` creeping socialism '' against such insuperable odds as the Fascio-Communist troops of the NRA , PWA , WPA , CCC and an army of more than twenty-two million mercenaries whom F.D.R.",632
cr03,"employed secretly , through the transparent ruse of regular `` relief '' checks .",633
cr03,"Needless to say , my art suffered drastically during this turbulent period .",634
cr03,Could it do otherwise ?,635
cr03,"Even though I have always had a genius for `` throwing myself '' into every role and `` playing it for all it's worth '' , no actress can be expected to do her best work when her fortune , her reputation , her livelihood , her home and her nation itself are all imperilled .",636
cr03,Such sweeping distractions are hardly conducive to `` Oscar '' winning performances .,637
cr03,"I tried my hardest , with little help , may I say , from my husband and leading man , but somehow the outside pressures were too severe .",638
cr03,"Having ( through my unflagging effort and devotion ) achieved stardom , a fortune and a world-renowned wife at an age when most young men are casting their first vote , Letch proceeded to neglect them all .",639
cr03,"Never a `` quick study '' , he now made no attempt to learn his `` lines '' and many a mile of film was wasted , many a scene -- sometimes involving as many as a thousand fellow thespians -- was taken thirty , forty , fifty times because Miss Poitrine's co-star and `` helpmate '' had never learned his part .",640
cr03,"Each time Letch `` went up '' in his `` lines '' , I was the one to be patient , helpful and apologetic while he indulged in outbursts of temperament , profanity and abuse , blaming others , going into `` sulks '' and , on more occasions than I care to count , storming off the `` set '' for the rest of the day .",641
cr03,"As for his finances , I was never privileged to know exactly how much money Letch had `` salted away '' .",642
cr03,"It was I who paid for our little home , the food , the liquor , the servants -- even Letch's bills at his tailor and the Los Angeles Athletic Club .",643
cr03,Never once did he buy me a single gift and for our third anniversary he gave me a dislocated jaw .,644
cr03,( But that is another story . ),645
cr03,"As for his private monies , they were rapidly dissipated in drinking , gaming and carousing .",646
cr03,"More than once I was confronted by professional gamblers , `` bookies '' , loan `` sharks '' , gangsters , `` thugs '' and `` finger men '' -- people of a class I did not even know existed -- to repay my husband's staggering losses , `` or else '' I shuddered to think that someone so dear to me could even associate with such a sinister milieu .",647
cr03,"And at three different times during our turbulent marriage strange girls , with the commonest of accents , telephoned to announce to me that Letch had sired their unborn children !",648
cr03,"Having the deepest of maternal instincts , my heart fairly bled when I thought of the darling pink and white `` bundles from heaven '' I would have proudly given my husband .",649
cr03,"`` Ah , you're too old '' , was invariably his ungallant and untrue retort whenever I suggested `` starting a family '' .",650
cr03,Letch had made it abundantly clear that he did not care for the company of my own precious daughter .,651
cr03,I now felt it wiser to keep Baby-dear in school and -- during the summers -- at a camp run by the Society of Friends all year around .,652
cr03,"Her presence only made Letch more distant and irritable and , in the hurry of buying Chateau Belletch , I had neglected to consider a room for Baby-dear , so there was no place to put her , anyhow .",653
cr03,"( I sometimes feel that God , in His infinite wisdom , wants us to have these inexplicable little lapses of memory .",654
cr03,It almost always works out for the best . ),655
cr03,"Yet I adored this man , Letch Feeley , why , I cannot say .",656
cr03,"With faint heart and a brave smile , I endured his long absences from Chateau Belletch , his coldness , his indifference , his slights and his abuse .",657
cr03,"The times I can recall when I was publicly humiliated by him -- lovely dinner parties in our Trianon Suite where the collation was postponed and postponed and postponed , only to be served dry and overcooked at a table where the host's chair was vacant ; ; a `` splash party '' at the new pool , which I had built in the hope of keeping Letch away from public beaches , when Letch and a certain Aquacutie stayed underwater together for the better part of an hour ; ; a lovely Epiphany party at Errol Flynn's , on which sacred occasion Letch stole away with an unknown `` starlet '' , leaving me `` high and dry '' to get home as best I could .",658
cr03,These are but a sampling of the insults I endured .,659
cr03,"As Mrs. Letch Feeley , was it any wonder that I , once the social arbiter of Filmdom , was excluded from the smart entertainments given by the Astaires , the Coopers , the Gables , the Colmans , the Rathbones , the Taylors , the Thalbergs and such devout , closely knit families as the Barrymores and the Crosbys ?",660
cr03,"As Letch's antisocial conduct increased , our invitations decreased and my heart was in my mouth whenever I played hostess at a fashionable `` screenland '' gathering .",661
cr03,"Between 1935 and 1939 Letch and I made ten films together , each less successful , both artistically and commercially , than the one before it .",662
cr03,"Our last joint venture , Sainted Lady , a deeply religious film based on the life of Mother Cabrini , and timed so that its release date would coincide with the beatification of America's first saint in November , 1938 , was a fiasco from start to finish .",663
cr03,"As I was playing Mother Cabrini , the picture was actually `` all mine '' , with nearly every scene built around me .",664
cr03,"But in order to keep Letch in the public eye and out of trouble , I wrote in a part especially for him -- that of a dashing ruffian who `` sees the light '' and is saved by the inspiring example of Mother Cabrini .",665
cr03,And did he appreciate my efforts on his behalf ?,666
cr03,"Did he trouble to memorize the very small part which I had `` tailor-made '' to his specifications , a role eventually cut down to three short speeches ?",667
cr03,Did he show the rest of the cast -- numbering four thousand -- the consideration of arriving at the studio punctually -- or even at all ?,668
cr03,He did not !,669
cr03,The `` shooting '' went on for eight months !,670
cr03,"Most of our working days were spent on the telephone calling `` bookies '' , illegal gambling dens , a certain `` residential club for young actresses '' , more than a hundred different bars or the steam room of the athletic club .",671
cr03,"Whenever he deigned to appear at the studio he was `` hung over '' , uncooperative , rude and insulting .",672
cr03,"He made many tasteless , irreverent and unfunny remarks , not only about me in the title role , but about religion in general .",673
cr03,"By the time the film was released we were three million dollars over-spent , war was imminent and the public apparently had forgotten all about Mother Cabrini .",674
cr03,"Thanks to Letch Feeley and the terrible strain he imposed on me , the notices were few and unfavorable .",675
cr03,Only George Santayana seemed to understand and appreciate the film when he wrote : `` Miss Poitrine has perpetrated the most eloquent argument for the Protestant faith yet unleashed by Hollywood '' .,676
cr03,But it was small consolation .,677
cr03,"In a rare fit of anger and spite , I `` farmed out '' my own husband to a small and most undistinguished studio to make one picture as a form of punishment .",678
cr03,( An actor must have discipline . ),679
cr03,"The film was called The Diet of Worms , which I felt was just what Letch deserved .",680
cr03,"It turned out to be a life of Martin Luther , of all things !",681
cr03,It was a disaster !,682
cr03,"In clothes , Letch simply did not project .",683
cr03,He was laughed off the screen .,684
cr03,"At the same time , however , I availed myself of the services of that great English actor and master of make-up , Sir Gauntley Pratt , to do a `` quickie '' called The Mystery of the Mad Marquess , in which I played a young American girl who inherits a haunted castle on the English moors which is filled with secret passages and sliding panels and , unbeknownst to anyone , is still occupied by an eccentric maniac .",685
cr03,"It was a `` potboiler '' made on a `` shoestring '' and not the sort of film I like , as all I had to do was look blank and scream a great deal .",686
cr03,"My heart was not in it , but , oddly enough , it remains the most financially successful picture of my career .",687
cr03,"( I watched it on television late one night last week and it `` stands up '' remarkably well , even twenty years later . )",688
cr03,Letch had returned from his debacle unrepentant and more badly behaved than before .,689
cr03,"I really loved that boy , and , in a feverish attempt to preserve our marriage and to try to revive the wonderful , wonderful person Letch had once been , I took my troubles to Momma , hoping that her earthy advice would help me .",690
cr03,"`` If I could only think of something at the studio , near me , to absorb his boundless energy '' , I said .",691
cr03,`` What is Letch interested in '' ?,692
cr03,"`` Bookies , booze and babes '' , Momma said bluntly .",693
cr03,"Her reply stung me , but this was too important to let my hurt make any difference .",694
cr03,"`` I can't turn the studio into a gambling hell or a saloon '' , I said .",695
cp06,"How , he wondered , does one enjoy one's spare time ?",696
cp06,He considered some interesting excursion but he was on the road every day from dawn to dusk .,697
cp06,"Then there was exercise , boating and hiking , which was not only good for you but also made you more virile : the thought of strenuous activity left him exhausted .",698
cp06,"Perhaps golf , with a fashionable companion -- but he'd lost his clubs , hadn't played in years .",699
cp06,"There was swimming over at the Riverside Hotel , but his skin was so white he looked like the bottom of a frog .",700
cp06,"Perhaps a packing trip into the Sierras , let his beard grow -- but that was too stark .",701
cp06,"I could , he thought , take a long walk -- but where ?",702
cp06,The telephone rang .,703
cp06,"`` You missed it '' , Buzz's voice said , `` You should have gone over to the Pagan Room with us .",704
cp06,Wow .,705
cp06,"Strippers , but scrumptious , and Toodle Williams and her all-lesbian band '' .",706
cp06,"`` Hi , Buzz '' , Owen said .",707
cp06,`` I went over to the Willows and dropped two notes '' .,708
cp06,"`` Tough '' , Buzz said , `` Listen , we're having a stag dinner over at the Pagan Room on Friday .",709
cp06,Imagine a stag dinner with Toodle Williams '' .,710
cp06,He laughed and laughed .,711
cp06,"Owen wanted to be pleasant because Buzz worked the territory next to his , but he hadn't come to Reno for stag dinners .",712
cp06,"`` Thanks '' , Owen said , `` but Friday is a long way off and anything can happen '' .",713
cp06,Buzz was a tireless instigator who never let his victims rest .,714
cp06,"When Owen was finally rid of him , there was a timid rap at the door .",715
cp06,"`` Yes '' , Owen called out .",716
cp06,`` Yes '' ?,717
cp06,"`` I'm Mrs. Gertrude Parker '' , a soft voice explained , `` And I'd like to talk to you for a few minutes , please '' .",718
cp06,"Ahah , he thought , a lush divorcee at last .",719
cp06,Probably saw me in the lobby .,720
cp06,"He was disappointed to find a nervous , scrawny woman with a big hat standing at the door .",721
cp06,She frowned at his green pajamas with the yellow moons .,722
cp06,`` How do you do '' ?,723
cp06,"She said , semi-professionally .",724
cp06,`` Our church is sponsoring a group of very courageous women up in Alaska .,725
cp06,We call them lay-sisters and they go among the Eskimos making friends and bringing the light .,726
cp06,They're up there in that freezing climate and all of us have to try and help them '' .,727
cp06,`` Oh '' ?,728
cp06,"`` You see '' , she said , looking past him into the room , where the highball glasses sparkled dully in the bright light , `` you and I can't understand the many hardships they have to undergo '' .",729
cp06,`` Why is that '' ?,730
cp06,She apparently wasn't satisfied with his reaction .,731
cp06,"Smug , Owen thought , smug and sappy .",732
cp06,There was a slight nervous twitch in the region of her left eye .,733
cp06,"It gave her a lewd , winking effect .",734
cp06,`` Have you ever tried to reason with an Eskimo '' ?,735
cp06,"She asked , winking wildly .",736
cp06,`` They are a very difficult group of people '' .,737
cp06,"`` I don't know much about them '' , Owen admitted , `` but I suppose they have their own religion and they probably resent outsiders coming in and telling them what to do and what not to do '' .",738
cp06,She smiled in a sickly-tolerant fashion .,739
cp06,"`` You know , that's very interesting .",740
cp06,People don't know how much they give away about themselves by remarks like that .,741
cp06,"The more canvassing I do , the more I note how far most people are from their personal God '' .",742
cp06,"Forebearing , Owen kept his peace .",743
cp06,What would happen next ?,744
cp06,"That she was out for a touch was certain , but when did she get to the pitch ?",745
cp06,"Several people passed in the hall and stared as he slowly retreated , trying to close the door a little , and she slowly leaned toward him and raised her voice .",746
cp06,`` How did you get by the desk '' ?,747
cp06,He asked curiously .,748
cp06,"`` I'm sure the hotel doesn't know you're wandering around the corridors , knocking on strangers' doors and talking down Eskimos '' .",749
cp06,"`` Oh , I just come once a week .",750
cp06,Every day I visit a different hotel .,751
cp06,I feel it's my duty .,752
cp06,"I do this work all on my own , because I understand the difficulties and I want to help these lay-sisters .",753
cp06,"Do you know these women go all through Alaska , and they don't have the proper facilities ?",754
cp06,They travel in pairs as much as a hundred-and-fifty miles a day '' .,755
cp06,`` Do you have any idea how far I travel every day ?,756
cp06,I have the whole Pacific Northwest '' .,757
cp06,Owen was aware he was getting overexcited but he couldn't help himself .,758
cp06,Mrs. Gertrude Parker drew back .,759
cp06,"`` That's hardly a Christian approach '' , she remonstrated .",760
cp06,`` You're in the secular world '' .,761
cp06,`` I didn't say it was Christian .,762
cp06,I don't think you'll find many active Christian salesmen .,763
cp06,"Not that religion isn't big business ; ; those bibles and prayer books make a lot of money for publishing houses , but they don't get top personnel .",764
cp06,Our key salesmen are in appliances and cosmetics '' .,765
cp06,"`` God , I take it , plays no part in this '' , she said waspishly .",766
cp06,"`` God doesn't have any appliance or cosmetics '' , he said heatedly before he caught himself .",767
cp06,It sounded silly ; ; why go on ?,768
cp06,More people were passing ; ; he had to find some way to close this impossible conversation .,769
cp06,"`` And whiskey '' , she said , smiling and blinking at the highball glasses .",770
cp06,`` Don't forget whiskey ; ; it's such a big seller '' .,771
cp06,"`` You know '' , he said , getting a grip on himself , `` I think you're going to have to excuse me .",772
cp06,I have an appointment '' .,773
cp06,"`` I can imagine '' , she said .",774
cp06,`` Probably down at the bar .,775
cp06,But what do you want to do about the lay-sisters ?,776
cp06,They must be freezing up there now .,777
cp06,Can't you help them '' ?,778
cp06,`` Leave a card or something .,779
cp06,I'll think it over '' .,780
cp06,"`` I have no card '' , she said bitterly .",781
cp06,`` You haven't been listening to what I've been telling you .,782
cp06,"I only hope my talking to you has helped you a little , anyway , because you need spiritual bucking-up '' .",783
cp06,"She looked crestfallen , as if he had somehow disappointed the whole human race .",784
cp06,"She stood indecisively for a moment , then walked down the hall ; ; he heard her knocking on another door .",785
cp06,It took him about fifteen minutes to calm himself ; ; then he realized he was hungry .,786
cp06,"He showered , shaved , dressed and went down to the dining room for breakfast .",787
cp06,On the way he stopped at the desk to receive his mail .,788
cp06,"There was a check from his company , and the usual enthusiastic bulletins on new lines they always issued .",789
cp06,"His lawyer had sent him a statement on his overdue alimony , and there was a letter from the Collector of Internal Revenue asking him to stop in his office and explain last year's exemptions .",790
cp06,"He ate breakfast in a sullen mood , but afterwards , when he walked out onto Virginia Street , he felt braced .",791
cp06,"He looked off to the crest of the Sierras , still white-topped ; ; the glisten of the Truckee River made a wide spangle .",792
cp06,"He felt suddenly elated , adventurous .",793
cp06,With any luck at all he could easily find a flowerpot .,794
cp06,"Although it was only three o'clock , he stopped in at the Golden Calf .",795
cp06,"The tables were all spinning , the dice rattling , the bar crowded .",796
cp06,"Just to test himself , he played roulette for quarters on his old combination , five and seventeen , and within an hour , he had won , surprisingly , twenty dollars .",797
cp06,"The way was opening up ; ; when the management brought around champagne , the breakfast settled its whirling around in his stomach .",798
cp06,The Golden Calf was dimly lit with shaded neon .,799
cp06,"There were more women than men in the place , but he couldn't find a flowerpot .",800
cp06,"They all had the hard look of gamblers who had stopped dreaming , who automatically turned the cards , hardly caring what showed up .",801
cp06,"The mural around the wall depicted early settlers in covered wagons , who appeared much more animated than the gamblers .",802
cp06,"The women had a bright shining expectancy as they leaned out from the wall and gazed splendidly into the distance , while the men were stern but hopeful .",803
cp06,"All , of course , except the Donner party who were bent on starving to death .",804
cp06,"`` I wonder if they did eat each other at the end '' , Owen mused .",805
cp06,"He sat down next to a heavily-upholstered blonde , but she was cleaned out in twenty minutes .",806
cp06,She sighed a dirty word and left .,807
cp06,Owen was surprised to see Mrs. Gertrude Parker playing the one-arm bandits that were cunningly arranged by the entrance .,808
cp06,"She sat down and played two slots at once , looking grim , as if bested by mechanical devices , and Owen felt sorry for the lay-sisters depending on her support .",809
cp06,A dried-up cowboy sat down next to him in the blonde's place .,810
cp06,He was a little more authentic than usual because he smelled slightly of the stables .,811
cp06,"`` What you need is a steady martingale '' , the cowboy announced after watching Owen play .",812
cp06,`` You can't build on your hit-and-miss five-seventeen '' .,813
cp06,`` What are you playing '' ?,814
cp06,Owen asked .,815
cp06,"`` I'm just logging '' , the cowboy explained .",816
cp06,"`` I keep all these plays in this little black book , and I watch over a twelve-hour period to find out what numbers are repeating .",817
cp06,But roulette's not my game .,818
cp06,I'm always trying to find a breaking table in blackjack .,819
cp06,"Incidentally , I'm pretty famous in these parts : I'm called The Wrangler '' .",820
cp06,`` Nice to know you .,821
cp06,Don't you have to spend any time on your ranch '' ?,822
cp06,"`` Well , of course I do .",823
cp06,"I'm with the Bar-H , pushing a horse called Sparky .",824
cp06,"He's my own horse , and what I collect from him I use on blackjack .",825
cp06,This Sparky can rack and single-foot and he's the fastest thing in Washoe County .,826
cp06,"I figure if I can get any kind of publicity campaign going , I'll land him on TV -- you know , one of those favorite horses for some Western hero .",827
cp06,"I once trained a horse for Hoot Gibson , but nothing like Sparky .",828
cp06,He's a pinto and he photographs wonderfully '' .,829
cp06,"Five came up while Owen was listening to The Wrangler and he neglected to play , a loss of ten dollars .",830
cp06,"This proved conclusively that The Wrangler was a jinx , so he walked on down to Hurrays , an even more glorified gambling den than the Golden Calf .",831
cp06,"When he looked in the back , Mrs. Gertrude Parker was marking keno cards .",832
cp06,His adventurous spirit had waned ; ; he studied the pistol exhibition that Hurrays featured as an added attraction .,833
cp06,"He ogled a long redhead with green eyes , but she was a shill with her money in front of her .",834
cp06,He had no great prejudice against shills ; ; it just seemed such a dry run .,835
cp06,There was no cash around ; ; everyone was flipping silver dollars .,836
cp06,The management discreetly withdrew the green stuff into the office and gave the customers chips or checks or premium points .,837
cp06,He read a special announcement whereby Hurrays would feature a special floorshow at three A.M. starring Adele ( The Body ) Brenner and fourteen glamorous schoolgirls .,838
cp06,"He wondered if he might bag a tourist , but they looked frightened of him .",839
cp06,"He passed two brides , both wearing orchids , and they made him feel a little sad .",840
cp06,Owen found Buzz watching chuck-a-luck .,841
cp06,Buzz had on a Hawaiian shirt and was carrying some sun-tan oil and dark glasses .,842
cp06,"He was shorter and fatter than Owen , who felt good standing next to him .",843
cp06,"`` We're all going over to Lake Tahoe and try our luck at Cal-Neva '' , Buzz explained , still instigating .",844
cp06,`` We ran into a guy at the Pagan Room who guarantees we can beat the wheel .,845
cp06,"He started out as a stickman , then became a pit boss until the Club found him crossroading .",846
cp06,He was knocking down checks at faro '' .,847
cp06,"`` I'm allergic to Tahoe '' , Owen explained .",848
cp06,`` Something about the pollen '' .,849
cp06,"`` Well , okay '' , Buzz said .",850
cp06,`` We'll see you around later '' .,851
cp06,"Owen went over to the crap table and the dice were hot , but he couldn't pyramid with any consecutive success .",852
cp06,"`` How's your luck , honey '' ?",853
cp06,A short platinum blonde in a bursting sun-suit addressed him .,854
cp06,"She looked well-fed and prosperous , but he didn't get the impression he was being propositioned the way he'd been hoping .",855
cp06,`` I haven't had any luck since I was a baby '' .,856
cp06,"`` Stake me '' , she said , `` and let me at those dice .",857
cp06,I'll make them dance the tango .,858
cp06,We'll get it in a hurry and get it out '' .,859
cp06,`` Let's have a drink and discuss a merger '' .,860
cp06,"`` If you go broke '' , she said , smiling up at him , `` I'll leave you '' .",861
cp06,"`` Sounds like real love '' , Owen said .",862
cp06,`` It sort of brings a lump to my throat '' .,863
cp06,"`` My name's Gisele '' , the blonde said after she ordered a Scotch .",864
cp06,`` Named after the ballet .,865
cp06,"My mother wanted to call me Sylphide , but it sounded too affected '' .",866
cp23,"Under normal circumstances , he had a certain bright-eyed all-American-boy charm , with great appeal for young ladies , old ladies , and dogs .",867
cp23,"Today , he looked like an Astronaut who had left his vitamin pills on the bureau and spent six months in space : hollow eyes , hollow cheeks , hollow stomach .",868
cp23,"Breakfast , he thought .",869
cp23,A shot of orange juice would make everything seem better .,870
cp23,"He looked around his little Eden : bureau , bed , table , chair , two-burner stove .",871
cp23,Then he remembered .,872
cp23,"`` You share a refrigerator '' , Mrs. Kirby had said , and somehow , at midnight , after the long drive from New York in pelting rain , that had sounded reasonable .",873
cp23,"In the cold light of day , it seemed a lunatic arrangement .",874
cp23,"Share bath , maybe -- but share refrigerator ?",875
cp23,She had explained it -- something about summer people's eating out and not enough space in the units .,876
cp23,And where was the thing ?,877
cp23,"He remembered seeing it last night , when he put away his small store of bachelor-type eatables .",878
cp23,"Ah , yes -- his half of a refrigerator stood outside , on the `` curving veranda '' between Unit Number Three and Unit Number Four .",879
cp23,"It was still raining , and Mrs. Kirby's cottages bloomed through the gray haze like the names they bore , vivid blue and green and magenta .",880
cp23,"Charlie downed his orange juice and one of the long , skinny green pills , his spirits as damp as the day .",881
cp23,"This vacation had seemed like a good idea last week , when his doctor had prescribed it .",882
cp23,"`` Take a full month '' , the doctor had said .",883
